UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2020,77,2149915,964510,1185405,834284,1003132,74271,111890,6600,8169,39938,50298,1210,1296,8207,10620,841254,1012011,76097,114749,11677,14630,42178,53159,2245,2540,892447,1087782,768318,913892,71528,108029,5039,6198,39375,49566,1066,1117,7121,8980,774354,921352,72917,110159,9551,11826,41355,52054,1984,2223,72063,97623,65966,89240,2743,3861,1561,1971,563,732,144,179,1086,1640,66900,90659,3180,4590,2126,2804,823,1105,261,317
R,11,2020,78,1927850,857842,1070008,738277,900572,66878,102273,5974,7320,38230,49287,1025,1238,7458,9318,744530,908329,68612,104792,10577,13033,40318,51813,1897,2275,793036,980322,678961,818387,64359,98769,4594,5558,37762,48607,886,1041,6474,7960,684371,824964,65692,100693,8679,10569,39621,50835,1654,1966,64806,89686,59316,82185,2519,3504,1380,1762,468,680,139,197,984,1358,60159,83365,2920,4099,1898,2464,697,978,243,309
R,11,2020,79,1693552,744699,948853,639660,796889,58272,92023,5338,6469,33975,43969,935,1058,6519,8445,645145,803924,59744,94284,9297,11637,35878,46296,1717,1996,686355,868445,586221,723037,56041,88968,4099,4993,33547,43346,825,890,5622,7211,590930,729009,57146,90700,7605,9517,35229,45373,1517,1719,58344,80408,53439,73852,2231,3055,1239,1476,428,623,110,168,897,1234,54215,74915,2598,3584,1692,2120,649,923,200,277
R,11,2020,80,1556215,676207,880008,577296,735607,54115,87194,4837,6102,33033,42364,903,1048,6023,7693,582334,742017,55483,89293,8425,10690,34884,44511,1634,1968,620865,802153,526550,664149,52018,84140,3669,4679,32606,41783,793,869,5229,6533,530910,669539,53058,85733,6831,8666,34264,43680,1447,1681,55342,77855,50746,71458,2097,3054,1168,1423,427,581,110,179,794,1160,51424,72478,2425,3560,1594,2024,620,831,187,287
R,11,2020,81,1418785,612756,806029,524761,675895,48196,78758,4185,5402,29622,37822,725,1005,5267,7147,529222,681833,49405,80655,7285,9664,31199,39863,1365,1869,562749,734905,478916,610582,46234,75956,3177,4135,29259,37297,618,849,4545,6086,482741,615627,47148,77370,5902,7853,30670,39085,1194,1597,50007,71124,45845,65313,1962,2802,1008,1267,363,525,107,156,722,1061,46481,66206,2257,3285,1383,1811,529,778,171,272
R,11,2020,82,1326397,565804,760593,486542,641155,43022,72301,3829,5097,26904,34818,704,891,4803,6331,490598,646442,44111,74004,6706,8823,28348,36641,1257,1627,520392,694320,444814,580301,41327,69686,2942,3921,26565,34345,600,730,4144,5337,448294,584729,42144,70961,5481,7152,27849,35928,1089,1367,45412,66273,41728,60854,1695,2615,887,1176,339,473,104,161,659,994,42304,61713,1967,3043,1225,1671,499,713,168,260
R,11,2020,83,1193250,500997,692253,430295,582145,38274,66427,3304,4536,24249,32510,606,814,4269,5821,433945,587001,39266,68015,5832,7906,25538,34179,1084,1531,459918,631535,392465,526385,36755,64055,2518,3450,23969,32032,516,676,3695,4937,395612,530469,37498,65258,4757,6389,25122,33498,939,1308,41079,60718,37830,55760,1519,2372,786,1086,280,478,90,138,574,884,38333,56532,1768,2757,1075,1517,416,681,145,223
R,11,2020,84,1084078,447321,636757,384385,536306,34054,61172,2916,4060,21656,29354,530,700,3780,5165,387576,540601,34901,62602,5095,7082,22854,30827,985,1289,410119,580817,350082,484765,32627,59017,2249,3083,21413,28958,459,602,3289,4392,352844,488384,33265,60104,4179,5703,22496,30267,865,1128,37202,55940,34303,51541,1427,2155,667,977,243,396,71,98,491,773,34732,52217,1636,2498,916,1379,358,560,120,161
R,11,2020,85,997097,403495,593602,347327,499947,30666,57017,2593,3789,19130,27313,475,628,3304,4908,350100,504019,31414,58307,4496,6641,20154,28758,911,1190,369667,541281,316090,451720,29426,55054,1981,2869,18895,26929,420,518,2855,4191,318481,455175,29989,56040,3664,5369,19799,28196,806,1011,33828,52321,31237,48227,1240,1963,612,920,235,384,55,110,449,717,31619,48844,1425,2267,832,1272,355,562,105,179
R,11,2020,86,878780,349682,529098,301457,446859,26216,50372,2174,3253,16506,23795,442,555,2887,4264,303943,450433,26851,51517,3800,5731,17426,25065,789,1048,320616,483216,274511,404481,25222,48692,1658,2450,16305,23457,382,477,2538,3659,276692,407533,25715,49569,3121,4619,17124,24580,696,912,29066,45882,26946,42378,994,1680,516,803,201,338,60,78,349,605,27251,42900,1136,1948,679,1112,302,485,93,136
R,11,2020,87,771667,299919,471748,258919,398112,21973,44425,1852,2820,14396,22089,378,486,2401,3816,260952,401293,22501,45426,3207,5025,15188,23204,671,966,275476,431436,236255,360838,21121,42921,1424,2157,14237,21811,329,424,2110,3285,238037,363560,21527,43688,2629,4104,14962,22806,594,852,24443,40312,22664,37274,852,1504,428,663,159,278,49,62,291,531,22915,37733,974,1738,578,921,226,398,77,114
R,11,2020,88,711216,269746,441470,233523,374116,19418,40597,1598,2587,12736,20221,328,443,2143,3506,235347,377055,19915,41547,2783,4612,13435,21223,604,871,247853,404287,213177,339724,18689,39233,1213,1966,12580,19964,290,388,1904,3012,214794,342233,19090,39986,2277,3749,13216,20840,539,760,21893,37183,20346,34392,729,1364,385,621,156,257,38,55,239,494,20553,34822,825,1561,506,863,219,383,65,111
R,11,2020,89,622033,231411,390622,202429,334656,15109,33266,1301,2167,10503,17225,268,358,1801,2950,203969,337132,15513,34068,2282,3874,11122,18072,496,705,212391,358524,184688,304915,14536,32147,968,1611,10397,17019,235,309,1567,2523,186022,307015,14856,32763,1825,3107,10951,17761,434,613,19020,32098,17741,29741,573,1119,333,556,106,206,33,49,234,427,17947,30117,657,1305,457,767,171,311,62,92
R,11,2020,90,567741,205101,362640,178657,309585,13733,31130,1160,1965,9728,16842,246,352,1577,2766,179999,311909,14086,31863,2050,3541,10233,17650,451,687,188020,332465,162736,281548,13183,30112,877,1466,9634,16656,220,301,1370,2382,163903,283533,13455,30672,1656,2856,10083,17377,403,600,17081,30175,15921,28037,550,1018,283,499,94,186,26,51,207,384,16096,28376,631,1191,394,685,150,273,48,87
R,11,2020,91,471693,165277,306416,144259,262186,10725,26274,943,1586,7823,13776,202,312,1325,2282,145388,264074,11033,26923,1698,2879,8237,14430,371,595,151555,281814,131504,239333,10280,25416,712,1201,7740,13613,180,272,1139,1979,132471,240964,10513,25926,1376,2346,8102,14195,323,523,13722,24602,12755,22853,445,858,231,385,83,163,22,40,186,303,12917,23110,520,997,322,533,135,235,48,72
R,11,2020,92,401784,136728,265056,119564,227184,8695,22340,772,1354,6478,11895,136,250,1083,2033,120474,228879,8938,22902,1399,2523,6823,12472,268,509,125638,244457,109197,208143,8350,21577,582,1014,6425,11764,121,211,963,1748,110004,209584,8551,22020,1149,2050,6741,12274,239,441,11090,20599,10367,19041,345,763,190,340,53,131,15,39,120,285,10470,19295,387,882,250,473,82,198,29,68
R,11,2020,93,335502,110602,224900,96448,193018,7062,18806,574,1137,5523,10069,116,199,879,1671,97191,194416,7264,19246,1060,2132,5806,10531,227,403,102023,208161,88405,177499,6823,18197,446,861,5474,9963,102,170,773,1471,89058,178724,6984,18549,879,1758,5727,10375,199,346,8579,16739,8043,15519,239,609,128,276,49,106,14,29,106,200,8133,15692,280,697,181,374,79,156,28,57
R,11,2020,94,270440,86085,184355,74953,158257,5531,15293,473,927,4337,8344,82,181,709,1353,75557,159405,5701,15678,868,1698,4558,8710,174,337,79385,170955,68700,145849,5326,14809,368,707,4300,8249,71,161,620,1180,69228,146843,5457,15118,719,1392,4497,8577,150,301,6700,13400,6253,12408,205,484,105,220,37,95,11,20,89,173,6329,12562,244,560,149,306,61,133,24,36
R,11,2020,95,215693,65873,149820,57026,128273,4234,12409,362,718,3661,7104,63,151,527,1165,57473,129246,4359,12752,652,1375,3836,7423,132,290,60825,139163,52317,118391,4088,12026,272,545,3633,7036,55,134,460,1031,52707,119250,4186,12311,526,1137,3788,7317,116,258,5048,10657,4709,9882,146,383,90,173,28,68,8,17,67,134,4766,9996,173,441,126,238,48,106,16,32
R,11,2020,96,168776,49867,118909,42899,101986,3242,9729,274,594,2985,5610,46,114,421,876,43254,102711,3351,9991,507,1108,3130,5843,94,215,46111,110788,39392,94439,3129,9440,213,466,2959,5556,43,101,375,786,39706,95087,3217,9663,425,934,3090,5766,87,194,3756,8121,3507,7547,113,289,61,128,26,54,3,13,46,90,3548,7624,134,328,82,174,40,77,7,21
R,11,2020,97,124640,35920,88720,30751,75958,2307,7220,203,410,2278,4365,43,83,338,684,31037,76525,2396,7437,387,810,2387,4538,87,166,33131,82942,28138,70598,2228,7008,160,321,2262,4331,38,74,305,610,28398,71099,2303,7189,327,684,2363,4488,76,148,2789,5778,2613,5360,79,212,43,89,16,34,5,9,33,74,2639,5426,93,248,60,126,24,50,11,18
R,11,2020,98,92220,25734,66486,21846,56692,1702,5546,143,313,1801,3362,25,73,217,500,22031,57099,1754,5691,264,597,1877,3497,57,139,23866,62260,20117,52761,1641,5396,115,256,1786,3335,21,66,186,446,20276,53121,1680,5519,217,513,1852,3456,46,126,1868,4226,1729,3931,61,150,28,57,15,27,4,7,31,54,1755,3978,74,172,47,84,25,41,11,13
R,11,2020,99,65713,17588,48125,14954,40978,1095,4013,93,221,1256,2468,21,49,169,396,15093,41296,1151,4143,188,447,1310,2581,43,104,16364,45161,13815,38243,1065,3901,72,180,1248,2449,17,45,147,343,13936,38520,1111,4010,156,379,1294,2545,34,92,1224,2964,1139,2735,30,112,21,41,8,19,4,4,22,53,1157,2776,40,133,32,68,16,36,9,12
R,11,2020,100,115110,28057,87053,22703,71502,2058,8266,181,446,2749,5976,48,110,318,753,22957,72105,2152,8538,349,863,2854,6172,100,218,26204,81995,21002,66852,1997,8067,147,378,2735,5937,43,99,280,662,21227,67380,2075,8296,295,751,2827,6107,86,191,1853,5058,1701,4650,61,199,34,68,14,39,5,11,38,91,1730,4725,77,242,54,112,27,65,14,27
R,12,2020,999,330656950,162855058,167801892,124674479,126816701,21361470,23215176,2138679,2111203,9562857,10469392,418355,407596,4699218,4781824,128868350,131062060,23491099,25425641,3512052,3546948,11307108,12209568,830015,823292,131558714,137064587,97184236,99859377,19877607,21682609,1208107,1247782,9256496,10161722,306580,303229,3725688,3809868,100508176,103238922,21552353,23430818,2177321,2282276,10732951,11634101,627941,629471,31296344,30737305,27490243,26957324,1483863,1532567,930572,863421,306361,307670,111775,104367,973530,971956,28360174,27823138,1938746,1994823,1334731,1264672,574157,575467,202074,193821
R,12,2020,0,3784038,1935656,1848382,1386079,1323185,291257,278462,31338,29903,96080,91819,5704,5473,125198,119540,1501865,1433738,360743,344809,55123,52621,141135,134829,14233,13616,1425527,1361467,950580,907508,263936,252365,16062,15334,90480,86487,3903,3750,100566,96023,1044059,996763,320877,306737,31529,30106,127937,122248,10155,9720,510129,486915,435499,415677,27321,26097,15276,14569,5600,5332,1801,1723,24632,23517,457806,436975,39866,38072,23594,22515,13198,12581,4078,3896
R,12,2020,1,3798413,1942651,1855762,1393899,1330390,292287,280187,31301,29882,98750,94475,5737,5555,120677,115273,1505236,1436745,358320,343326,54851,52382,142670,136369,14123,13558,1434635,1370647,959698,915837,265084,254134,16095,15364,93147,89160,3936,3819,96675,92333,1049323,1001440,318961,305648,31435,30016,129685,124006,10097,9701,508016,485115,434201,414553,27203,26053,15206,14518,5603,5315,1801,1736,24002,22940,455913,435305,39359,37678,23416,22366,12985,12363,4026,3857
R,12,2020,2,3816877,1951875,1865002,1404652,1336979,291866,284272,31220,29993,101685,96045,5782,5569,116670,112144,1512090,1440245,354669,345218,54550,52339,144717,136972,14010,13406,1445609,1378745,971360,921239,264780,258034,16144,15392,96090,90721,3987,3820,93248,89539,1057624,1004061,315795,307528,31376,29938,131931,124770,10059,9600,506266,486257,433292,415740,27086,26238,15076,14601,5595,5324,1795,1749,23422,22605,454466,436184,38874,37690,23174,22401,12786,12202,3951,3806
R,12,2020,3,3895031,1991543,1903488,1431718,1363052,297669,290190,31781,30536,105584,99762,5921,5697,118870,114251,1541156,1468243,361607,352258,55516,53279,149509,141506,14315,13687,1474220,1406345,988826,937893,270019,263365,16412,15650,99882,94341,4087,3919,94994,91177,1076674,1022211,321924,313719,31894,30435,136492,129085,10291,9815,517323,497143,442892,425159,27650,26825,15369,14886,5702,5421,1834,1778,23876,23074,464482,446032,39683,38539,23622,22844,13017,12421,4024,3872
R,12,2020,4,3994529,2041892,1952637,1465583,1395715,305902,298490,32549,31333,110073,104162,6099,5892,121686,117045,1577586,1503446,371356,362044,56832,54599,155073,146998,14693,14098,1509660,1441116,1009773,958122,277538,270929,16754,16005,104211,98601,4210,4061,97174,93398,1099609,1044460,330622,322472,32565,31122,141720,134266,10561,10119,532232,511521,455810,437593,28364,27561,15795,15328,5862,5561,1889,1831,24512,23647,477977,458986,40734,39572,24267,23477,13353,12732,4132,3979
R,12,2020,5,4041661,2066195,1975466,1481842,1411294,309070,301589,32755,31585,113429,107040,6169,5978,122930,117980,1594976,1519870,375094,365561,57272,55041,158988,150310,14860,14239,1528034,1457556,1020824,968040,280261,273699,16955,16123,107539,101439,4277,4128,98178,94127,1111566,1055032,333753,325529,32932,31345,145567,137509,10716,10242,538161,517910,461018,443254,28809,27890,15800,15462,5890,5601,1892,1850,24752,23853,483410,464838,41341,40032,24340,23696,13421,12801,4144,3997
R,12,2020,6,4059570,2075702,1983868,1488580,1416276,310404,303210,32970,32070,115303,109162,6092,5916,122353,117234,1601152,1524152,375814,366600,57498,55555,160838,152148,14847,14164,1540927,1469387,1030684,976072,281240,275175,17199,16612,109659,103742,4281,4154,97864,93632,1121109,1062593,334228,326548,33255,31929,147777,139629,10794,10295,534775,514481,457896,440204,29164,28035,15771,15458,5644,5420,1811,1762,24489,23602,480043,461559,41586,40052,24243,23626,13061,12519,4053,3869
R,12,2020,7,4018618,2054702,1963916,1474204,1404498,309214,301206,33327,31931,111742,105512,5916,5668,120299,115101,1584821,1510291,373277,363407,57654,55185,156567,147713,14692,13887,1525297,1455066,1020568,968513,280632,273728,17532,16768,106336,100267,4173,3950,96056,91840,1109279,1053284,332465,324127,33461,31978,143764,135422,10629,9958,529405,508850,453636,435985,28582,27478,15795,15163,5406,5245,1743,1718,24243,23261,475542,457007,40812,39280,24193,23207,12803,12291,4063,3929
R,12,2020,8,4042496,2065565,1976931,1483030,1415536,309923,301353,33211,32038,114094,107895,5921,5703,119386,114406,1592714,1520647,373231,362591,57541,55403,158739,150155,14667,14016,1532660,1462491,1025255,973622,281653,274057,17613,16993,108782,102674,4183,3992,95174,91153,1113054,1057721,332740,323542,33521,32259,146094,137903,10629,10097,532905,514440,457775,441914,28270,27296,15598,15045,5312,5221,1738,1711,24212,23253,479660,462926,40491,39049,24020,23144,12645,12252,4038,3919
R,12,2020,9,4064979,2079196,1985783,1501490,1429803,311395,302570,33160,32027,108753,102939,5735,5498,118663,112946,1610571,1533564,374611,362907,57685,55438,152548,144512,14397,13715,1536726,1463887,1033548,979919,283589,275647,17832,16963,103515,97911,3981,3816,94261,89631,1120563,1062606,334512,324235,33832,32191,139941,132466,10329,9806,542470,521896,467942,449884,27806,26923,15328,15064,5238,5028,1754,1682,24402,23315,490008,470958,40099,38672,23853,23247,12607,12046,4068,3909
R,12,2020,10,4109071,2098849,2010222,1516162,1447763,314209,305004,32676,31686,109987,105175,5865,5612,119950,114982,1626547,1553478,378095,366720,57580,55758,154028,146964,14563,13832,1546007,1477237,1038120,986925,286741,278063,17642,17298,104524,100062,4050,3902,94930,90987,1125840,1070898,337997,327538,33751,32917,141090,134828,10423,9925,552842,532985,478042,460838,27468,26941,15034,14388,5463,5113,1815,1710,25020,23995,500707,482580,40098,39182,23829,22841,12938,12136,4140,3907
R,12,2020,11,4051577,2066805,1984772,1483847,1418361,312138,304293,33160,32070,112964,108966,6272,6103,118424,114979,1592732,1523954,375721,366773,57189,55325,156578,150728,14642,14282,1529823,1466854,1024637,975741,282690,275625,17444,16940,106921,103119,4250,4079,93881,91350,1111383,1060008,333910,325974,32924,32028,143090,137899,10397,10076,536982,517918,459210,442620,29448,28668,15716,15130,6043,5847,2022,2024,24543,23629,481349,463946,41811,40799,24265,23297,13488,12829,4245,4206
R,12,2020,12,4165025,2125992,2039033,1529835,1460147,323473,315216,33780,32380,114640,110684,6407,6221,117857,114385,1637991,1565171,386941,377600,57690,55523,157552,151791,14949,14276,1575559,1510957,1057616,1007280,293385,286431,17734,17257,108595,104867,4333,4187,93896,90935,1144088,1091166,344820,337007,33264,32101,144427,139090,10629,10075,550433,528076,472219,452867,30088,28785,16046,15123,6045,5817,2074,2034,23961,23450,493903,474005,42121,40593,24426,23422,13125,12701,4320,4201
R,12,2020,13,4213983,2151247,2062736,1554153,1483966,324461,316212,34547,33454,116105,111301,6446,6282,115535,111521,1660108,1586131,386352,376701,58533,56523,158191,151427,14863,14290,1593782,1527264,1074830,1023579,294689,287541,17946,17780,110105,105646,4368,4206,91844,88512,1159443,1104953,344745,336443,33489,32636,145116,139014,10586,10084,557465,535472,479323,460387,29772,28671,16601,15674,6000,5655,2078,2076,23691,23009,500665,481178,41607,40258,25044,23887,13075,12413,4277,4206
R,12,2020,14,4204207,2147723,2056484,1558546,1486573,322016,312688,34709,32928,114299,110399,6334,6123,111819,107773,1661030,1585319,381214,370464,58180,55522,155486,149328,14534,13895,1596268,1526720,1083310,1029910,293125,284638,18083,17497,108330,104844,4330,4111,89090,85720,1165295,1108737,341115,331634,33317,32104,142752,137287,10368,9821,551455,529764,475236,456663,28891,28050,16626,15431,5969,5555,2004,2012,22729,22053,495735,476582,40099,38830,24863,23418,12734,12041,4166,4074
R,12,2020,15,4181874,2135789,2046085,1559870,1483416,314259,306894,34071,33098,114751,113362,6349,6241,106489,103074,1657374,1577659,369982,361307,56991,55114,154092,151228,14057,13650,1594269,1527483,1091714,1034963,286321,280017,17981,17659,109151,108093,4299,4306,84803,82445,1169664,1110575,331555,324367,32851,31968,142123,139918,9984,9832,541520,518602,468156,448453,27938,26877,16090,15439,5600,5269,2050,1935,21686,20629,487710,467084,38427,36940,24140,23146,11969,11310,4073,3818
R,12,2020,16,4185354,2134840,2050514,1563516,1491297,312084,304009,33486,32279,116870,116835,6274,5971,102610,100123,1657336,1582740,365112,356113,55981,54210,155101,153715,13817,13289,1604767,1540838,1103819,1049600,285133,278049,18005,17173,111258,111532,4385,4188,82167,80296,1179264,1123155,328212,320626,32863,31686,143443,142639,10016,9648,530073,509676,459697,441697,26951,25960,15481,15106,5612,5303,1889,1783,20443,19827,478072,459585,36900,35487,23118,22524,11658,11076,3801,3641
R,12,2020,17,4182518,2132950,2049568,1567868,1494840,309831,302340,32637,31957,117699,118263,6087,5779,98828,96389,1658133,1582890,360356,351894,54920,53631,154409,154014,13456,12884,1612482,1547747,1115904,1059046,283481,277199,17557,17070,112275,113061,4247,4064,79018,77307,1188336,1129938,324612,317670,32271,31537,143162,143090,9757,9402,520468,501821,451964,435794,26350,25141,15080,14887,5424,5202,1840,1715,19810,19082,469797,452952,35744,34224,22649,22094,11247,10924,3699,3482
R,12,2020,18,4186254,2134840,2051414,1567062,1494546,314295,307231,33041,31808,119453,119271,6052,5834,94937,92724,1653529,1578926,362510,354832,55030,53372,154596,153213,13297,12721,1617246,1552850,1116843,1060470,288200,282404,17786,17229,114089,114309,4277,4093,76051,74345,1186313,1128409,327537,321260,32378,31619,143682,142865,9758,9294,517594,498564,450219,434076,26095,24827,15255,14579,5364,4962,1775,1741,18886,18379,467216,450517,34973,33572,22652,21753,10914,10348,3539,3427
R,12,2020,19,4232975,2160289,2072686,1584083,1509875,322232,313805,32894,31537,121271,120259,5969,5788,93840,91422,1669406,1593093,369929,360677,55144,53395,155732,153326,13073,12677,1644493,1577430,1134951,1078249,296226,289134,17927,17377,116155,115334,4208,4036,75026,73300,1203325,1145206,335021,327461,32797,32043,145204,143211,9586,9252,515796,495256,449132,431626,26006,24671,14967,14160,5116,4925,1761,1752,18814,18122,466081,447887,34908,33216,22347,21352,10528,10115,3487,3425
R,12,2020,20,4353838,2224818,2129020,1625845,1544488,337460,328290,33877,32573,127644,126776,6199,6005,93793,90888,1711139,1626908,384679,374803,56709,54652,162070,159590,13298,12929,1701048,1628825,1169067,1108691,311393,303200,18649,17923,122396,121850,4450,4239,75093,72922,1237465,1175020,349793,341147,33977,32947,151530,149484,9861,9474,523770,500195,456778,435797,26067,25090,15228,14650,5248,4926,1749,1766,18700,17966,473674,451888,34886,33656,22732,21705,10540,10106,3437,3455
R,12,2020,21,4300780,2199344,2101436,1613055,1531225,332001,321788,33216,32025,124426,122960,6132,5755,90514,87683,1695231,1610543,377682,366739,55828,53976,156863,154057,13202,12528,1688776,1614654,1167543,1106584,306474,297439,18447,18011,119360,118193,4373,4137,72579,70290,1233622,1170287,343739,334224,33818,33011,146774,144305,9741,9292,510568,486782,445512,424641,25527,24349,14769,14014,5066,4767,1759,1618,17935,17393,461609,440256,33943,32515,22010,20965,10089,9752,3461,3236
R,12,2020,22,4316884,2205180,2111704,1614739,1535396,333461,324509,33007,31989,128993,127846,6099,5775,88881,86189,1695160,1613524,377719,368160,55520,54152,160958,158219,13187,12339,1699986,1629796,1173842,1114819,308150,300516,18322,17929,123922,123040,4365,4157,71385,69335,1238587,1177821,344298,336280,33716,33282,150963,148598,9822,9211,505194,481908,440897,420577,25311,23993,14685,14060,5071,4806,1734,1618,17496,16854,456573,435703,33421,31880,21804,20870,9995,9621,3365,3128
R,12,2020,23,4301715,2197227,2104488,1604898,1527032,330870,322228,32616,31551,137523,134794,6114,5688,85206,83195,1681979,1602213,372728,363663,54834,53442,168377,164420,12767,12074,1699448,1630765,1169894,1112884,306345,298923,18042,17915,132544,130069,4400,4139,68223,66835,1231744,1173346,340333,332777,33346,33145,158594,155106,9517,9041,497779,473723,435004,414148,24525,23305,14574,13636,4979,4725,1714,1549,16983,16360,450235,428867,32395,30886,21488,20297,9783,9314,3250,3033
R,12,2020,24,4354114,2223038,2131076,1625913,1545316,330502,324230,32822,31418,143570,142527,6307,5814,83924,81771,1701773,1618929,370896,364378,55333,53400,174075,171902,13005,12441,1724759,1658894,1190039,1132153,306149,301422,18256,17704,138702,137770,4546,4219,67067,65626,1250786,1191317,338791,334171,33610,32924,164653,162620,9729,9372,498279,472182,435874,413163,24353,22808,14566,13714,4868,4757,1761,1595,16857,16145,450987,427612,32105,30207,21723,20476,9422,9282,3276,3069
R,12,2020,25,4431478,2267332,2164146,1652894,1565239,343070,333101,33208,31609,149120,148355,6509,6231,82531,79611,1727106,1636640,382279,371919,56232,53666,179141,176901,13224,12883,1763928,1687878,1212327,1148252,318191,309798,18647,17828,144224,143536,4752,4533,65787,63931,1271489,1205719,349793,341287,34596,33274,169690,167713,9981,9744,503404,476268,440567,416987,24879,23303,14561,13781,4896,4819,1757,1698,16744,15680,455617,430921,32486,30632,21636,20392,9451,9188,3243,3139
R,12,2020,26,4513770,2308993,2204777,1675459,1585265,359091,349356,33617,32480,153733,152759,6547,6428,80546,78489,1747488,1655288,396588,386985,56934,55083,183046,180963,13548,13000,1802446,1727840,1231678,1167819,333878,325811,19146,18414,148820,148050,4827,4738,64097,63008,1288976,1224032,363939,356344,35377,34414,173757,171975,10273,9886,506547,476937,443781,417446,25213,23545,14471,14066,4913,4709,1720,1690,16449,15481,458512,431256,32649,30641,21557,20669,9289,8988,3275,3114
R,12,2020,27,4598574,2354327,2244247,1704191,1606596,373083,362144,34713,33408,158506,159576,6760,6419,77074,76104,1772730,1674187,408245,398018,57404,56037,187160,186944,13583,13029,1842236,1765367,1254899,1186987,347484,338512,19879,19396,153684,154751,4911,4742,61379,60979,1309499,1241183,375576,367410,35749,35487,178048,178007,10239,9912,512091,478880,449292,419609,25599,23632,14834,14012,4822,4825,1849,1677,15695,15125,463231,433004,32669,30608,21655,20550,9112,8937,3344,3117
R,12,2020,28,4710624,2412642,2297982,1746249,1645281,383579,371002,36376,34128,163661,166515,6864,6529,75913,74527,1813528,1711275,416821,404800,59699,56817,192252,194090,13702,13193,1891117,1812958,1288746,1220131,357611,346791,20878,19912,158762,161634,4987,4792,60133,59698,1341991,1273002,383767,373848,37190,36078,183237,185218,10374,9992,521525,485024,457503,425150,25968,24211,15498,14216,4899,4881,1877,1737,15780,14829,471537,438273,33054,30952,22509,20739,9015,8872,3328,3201
R,12,2020,29,4799896,2441653,2358243,1766528,1683857,386478,383114,36985,33901,171641,176344,7613,6889,72408,74138,1829808,1748551,417545,416466,59433,56193,199654,204947,14715,13959,1923276,1876681,1313499,1264396,359755,357117,21137,20031,166506,171023,5543,5088,56836,59026,1363048,1315833,383838,383475,36658,35739,190379,195396,11143,10667,518377,481562,453029,419461,26723,25997,15848,13870,5135,5321,2070,1801,15572,15112,466760,432718,33707,32991,22775,20454,9275,9551,3572,3292
R,12,2020,30,4863598,2469992,2393606,1795737,1715441,383546,383526,36647,33547,177502,183242,7804,7150,68756,70700,1855677,1777273,411955,414818,58121,55137,205119,210584,14690,13921,1948667,1916099,1340184,1299984,356503,357001,20553,19806,172109,177951,5608,5327,53710,56030,1386794,1348880,378207,381571,35303,34909,195749,201266,11028,10678,521325,477507,455553,415457,27043,26525,16094,13741,5393,5291,2196,1823,15046,14670,468883,428393,33748,33247,22818,20228,9370,9318,3662,3243
R,12,2020,31,4700213,2385062,2315151,1739355,1657914,364168,368624,35172,31916,175300,184074,7838,6864,63229,65759,1794592,1715200,389867,397309,55126,52142,200659,209792,14087,13247,1887164,1861674,1304131,1263095,338385,343398,19496,18954,170181,178936,5699,5174,49272,52117,1346985,1308319,357834,365795,33176,33124,191955,201033,10658,10298,497898,453477,435224,394819,25783,25226,15676,12962,5119,5138,2139,1690,13957,13642,447607,406881,32033,31514,21950,19018,8704,8759,3429,2949
R,12,2020,32,4573789,2315236,2258553,1701042,1627121,338995,347967,34256,30848,174216,183765,7528,6940,59199,61912,1752459,1681045,362441,374494,52944,49954,198467,208324,13604,12973,1825459,1815739,1271975,1241409,314372,323455,18665,17983,169277,178767,5490,5229,45680,48896,1311497,1283890,331735,343863,31211,31394,190074,199838,10302,10047,489777,442814,429067,385712,24623,24512,15591,12865,4939,4998,2038,1711,13519,13016,440962,397155,30706,30631,21733,18560,8393,8486,3302,2926
