UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,12,2020,33,4453079,2256016,2197063,1672773,1593258,319445,329906,32718,29725,167931,178117,7557,6737,55592,59320,1720916,1644982,341338,354997,50576,48281,190700,201672,13442,12607,1774650,1763554,1249771,1215039,295995,306286,17588,17238,163172,173447,5440,5053,42684,46491,1286481,1255453,312111,325405,29532,30092,182676,193694,10130,9724,481366,433509,423002,378219,23450,23620,15130,12487,4759,4670,2117,1684,12908,12829,434435,389529,29227,29592,21044,18189,8024,7978,3312,2883
R,12,2020,34,4426294,2238574,2187720,1670677,1595824,308599,322275,32303,29376,166387,176815,7499,6754,53109,56676,1716875,1644984,328867,346025,49627,47876,188264,199149,13074,12327,1758426,1754781,1248200,1217662,285538,298770,17160,16786,161615,172311,5350,5039,40563,44213,1283309,1255818,300187,316799,28713,29595,180313,191434,9789,9507,480148,432939,422477,378162,23061,23505,15143,12590,4772,4504,2149,1715,12546,12463,433566,389166,28680,29226,20914,18281,7951,7715,3285,2820
R,12,2020,35,4468322,2255902,2212420,1692001,1619874,305923,321576,32113,29487,166580,178971,7534,6841,51751,55671,1736810,1668195,325568,344170,49498,47733,187631,201243,13053,12587,1769540,1774766,1263773,1236996,282869,298258,16513,16775,161900,174381,5345,5226,39140,43130,1297416,1274245,296929,314990,28005,29494,179837,193434,9702,9840,486362,437654,428228,382878,23054,23318,15600,12712,4680,4590,2189,1615,12611,12541,439394,393950,28639,29180,21493,18239,7794,7809,3351,2747
R,12,2020,36,4390487,2205647,2184840,1657418,1601002,294005,314586,31304,29040,166035,179634,7248,6562,49637,54016,1700440,1647742,312335,336000,48152,47113,186412,201604,12728,12166,1731433,1751452,1239368,1221466,271983,291785,16245,16370,161367,175241,5124,4897,37346,41693,1271510,1257400,284947,307451,27343,28869,178695,194009,9444,9375,474214,433388,418050,379536,22022,22801,15059,12670,4668,4393,2124,1665,12291,12323,428930,390342,27388,28549,20809,18244,7717,7595,3284,2791
R,12,2020,37,4325442,2168024,2157418,1633909,1582541,286027,309206,30950,28706,161897,177543,7151,6653,48090,52769,1675478,1628158,303750,329683,47447,46869,181704,198905,12385,12245,1702223,1727656,1222871,1206240,264606,286487,15911,16056,157421,173257,5138,4999,36276,40617,1253989,1241137,277095,301508,26916,28631,174221,191468,9269,9443,465801,429762,411038,376301,21421,22719,15039,12650,4476,4286,2013,1654,11814,12152,421489,387021,26655,28175,20531,18238,7483,7437,3116,2802
R,12,2020,38,4389985,2196522,2193463,1659565,1611797,288710,314420,31312,29039,161531,178687,7222,6795,48182,52725,1701248,1657282,306331,335054,48197,47421,181091,199771,12576,12341,1720544,1752190,1239203,1225069,266951,291086,16098,16195,156907,174124,5151,5058,36234,40658,1270288,1259912,279305,306223,27357,29009,173480,192106,9405,9506,475978,441273,420362,386728,21759,23334,15214,12844,4624,4563,2071,1737,11948,12067,430960,397370,27026,28831,20840,18412,7611,7665,3171,2835
R,12,2020,39,4296045,2143022,2153023,1625718,1586324,280870,308838,29703,28046,153323,172800,7040,6279,46368,50736,1665662,1630069,297696,328801,46331,45904,171989,192828,12141,11696,1685578,1722024,1221700,1208217,260040,286332,15148,15572,148869,168342,5011,4601,34810,38960,1251443,1241633,271843,300928,26265,27940,164629,185392,9028,8913,457444,430999,404018,378107,20830,22506,14555,12474,4454,4458,2029,1678,11558,11776,414219,388436,25853,27873,20066,17964,7360,7436,3113,2783
R,12,2020,40,4383122,2190619,2192503,1662020,1613017,292124,321002,30750,28792,151861,172290,7203,6401,46661,51001,1702207,1656957,309186,341061,47556,46982,170611,192246,12478,11861,1714721,1750674,1241290,1225134,270766,297853,15647,16045,147172,167770,5063,4737,34783,39135,1270983,1258588,282617,312459,26831,28747,162912,184760,9245,9144,475898,441829,420730,387883,21358,23149,15103,12747,4689,4520,2140,1664,11878,11866,431224,398369,26569,28602,20725,18235,7699,7486,3233,2717
R,12,2020,41,4234943,2116306,2118637,1607323,1558293,281411,310943,29379,27373,147650,167688,6509,6104,44034,48236,1645353,1599713,297319,329917,45589,44724,165045,186571,11442,11212,1662489,1694663,1206304,1186019,260816,288671,14934,15197,143319,163433,4545,4563,32571,36780,1234183,1217355,271730,302259,25644,27300,157891,179442,8426,8666,453817,423974,401019,372274,20595,22272,14445,12176,4331,4255,1964,1541,11463,11456,411170,382358,25589,27658,19945,17424,7154,7129,3016,2546
R,12,2020,42,4017664,1997671,2019993,1520955,1488244,262716,293941,27301,26120,139604,160902,6038,5606,41057,45180,1556212,1527048,277525,311351,42534,42716,155918,178601,10472,10324,1570340,1613065,1142425,1130987,243638,272746,14070,14345,135490,156650,4304,4104,30413,34233,1168235,1160149,253843,285142,24204,25809,149163,171650,7798,7887,427331,406928,378530,357257,19078,21195,13231,11775,4114,4252,1734,1502,10644,10947,387977,366899,23682,26209,18330,16907,6755,6951,2674,2437
R,12,2020,43,4024417,1998054,2026363,1528201,1499209,259361,291741,27736,26506,136824,158914,5952,5673,39980,44320,1562519,1537052,273595,308803,42917,43086,152610,176218,10332,10352,1568932,1614679,1147322,1136489,240909,270821,14349,14812,132628,154745,4236,4175,29488,33637,1172321,1164959,250548,282929,24478,26373,145846,169424,7681,7922,429122,411684,380879,362720,18452,20920,13387,11694,4196,4169,1716,1498,10492,10683,390198,372093,23047,25874,18439,16713,6764,6794,2651,2430
R,12,2020,44,3871695,1918989,1952706,1464745,1444418,246721,278289,26611,25162,137249,157679,5607,5263,38056,41895,1497501,1480082,259789,294113,41047,41045,152478,174213,9922,9726,1504095,1550409,1096067,1089096,228929,258230,13770,13976,133216,153593,4005,3851,28108,31663,1119968,1115757,237658,269386,23428,25047,146044,167539,7401,7440,414894,402297,368678,355322,17792,20059,12841,11186,4033,4086,1602,1412,9948,10232,377533,364325,22131,24727,17619,15998,6434,6674,2521,2286
R,12,2020,45,3900911,1936202,1964709,1478611,1453429,249046,280786,26418,25339,140523,159983,5471,5185,36133,39987,1509572,1487507,261591,295612,40433,40598,154866,175869,9388,9374,1522329,1563705,1109702,1098275,231758,261169,13571,14116,136556,155935,3949,3832,26793,30378,1132373,1123940,240191,271573,23084,24814,148661,169436,7070,7185,413873,401004,368909,355154,17288,19617,12847,11223,3967,4048,1522,1353,9340,9609,377199,363567,21400,24039,17349,15784,6205,6433,2318,2189
R,12,2020,46,3912453,1941019,1971434,1487868,1465856,246905,279239,26280,25016,139996,157732,5446,4987,34524,38604,1517254,1498567,258579,293434,39931,40087,153732,172992,9362,8976,1533855,1574526,1123338,1112707,230650,260694,13570,13992,136227,153880,3992,3681,26078,29572,1145326,1137467,238756,270778,22913,24686,148020,167010,7148,6904,407164,396908,364530,353149,16255,18545,12710,11024,3769,3852,1454,1306,8446,9032,371928,361100,19823,22656,17018,15401,5712,5982,2214,2072
R,12,2020,47,3819273,1884011,1935262,1442807,1436774,240621,275484,24948,24547,137229,156445,5046,4933,33360,37079,1471136,1468049,251707,288968,38193,39103,150676,171215,8789,8859,1501087,1554832,1099687,1098084,225459,257749,13050,13912,133785,152732,3735,3672,25371,28683,1120970,1122003,233064,267429,22334,24469,145369,165468,6797,6840,382924,380430,343120,338690,15162,17735,11898,10635,3444,3713,1311,1261,7989,8396,350166,346046,18643,21539,15859,14634,5307,5747,1992,2019
R,12,2020,48,3973752,1959489,2014263,1504735,1501003,252137,287822,25805,24919,138326,158331,5101,4946,33385,37242,1532986,1532396,262832,301112,39566,40027,151695,172997,8849,8886,1574302,1630805,1159216,1159225,237148,270116,13671,14253,134773,154612,3809,3674,25685,28925,1180711,1183295,244632,279687,23517,25285,146359,167324,6823,6921,385187,383458,345519,341778,14989,17706,12134,10666,3553,3719,1292,1272,7700,8317,352275,349101,18200,21425,16049,14742,5336,5673,2026,1965
R,12,2020,49,4153136,2049303,2103833,1595814,1589881,257169,294525,25466,25288,132506,151809,5093,4815,33255,37515,1623895,1621543,267751,307702,39442,40966,145633,166199,8888,8863,1673989,1729628,1258983,1256199,242489,277466,13994,14778,128942,148234,3750,3619,25831,29332,1280554,1280691,249978,286959,24178,26447,140337,160712,6870,6946,375314,374205,336831,333682,14680,17059,11472,10510,3564,3575,1343,1196,7424,8183,343341,340852,17773,20743,15264,14519,5296,5487,2018,1917
R,12,2020,50,4331607,2139072,2192535,1672899,1666985,267044,303717,26357,25609,133763,153292,5021,5076,33988,37856,1701640,1698727,277906,316919,40978,41789,146719,167699,8978,9348,1760232,1820485,1332990,1335363,252130,286620,14617,15170,130233,149652,3741,3817,26521,29863,1355167,1360144,259902,296328,25389,27380,141429,162070,6993,7343,378840,372050,339909,331622,14914,17097,11740,10439,3530,3640,1280,1259,7467,7993,346473,338583,18004,20591,15589,14409,5290,5629,1985,2005
R,12,2020,51,4190928,2072024,2118904,1628849,1620674,253620,287655,25092,24586,127581,146034,5065,4935,31817,35020,1655804,1650029,263371,299460,39092,40002,139730,159320,8840,8875,1706949,1761129,1301013,1301056,239394,271592,13988,14704,124193,142518,3824,3776,24537,27483,1321562,1323875,246144,280108,24233,26324,134664,153953,6917,7031,365075,357775,327836,319618,14226,16063,11104,9882,3388,3516,1241,1159,7280,7537,334242,326154,17227,19352,14859,13678,5066,5367,1923,1844
R,12,2020,52,3997660,1972006,2025654,1548406,1548718,243259,275680,24340,23469,122135,140533,4467,4647,29399,32607,1573140,1575899,252124,286522,37640,38169,133270,152680,7929,8432,1629649,1689285,1241127,1248308,229668,260339,13634,14200,119118,137308,3329,3496,22773,25634,1260066,1269403,235794,268135,23523,25382,128740,147877,6176,6652,342357,336369,307279,300410,13591,15341,10706,9269,3017,3225,1138,1151,6626,6973,313074,306496,16330,18387,14117,12787,4530,4803,1753,1780
R,12,2020,53,3970096,1952622,2017474,1543032,1551353,241912,277234,23271,23435,111682,129492,4562,4529,28163,31431,1566735,1577511,250267,287844,36329,37925,122170,140797,7839,8235,1623242,1690496,1247108,1259172,228798,262198,13318,14509,108744,126489,3423,3453,21851,24675,1265253,1279465,234536,269805,23073,25608,117821,136189,6180,6550,329380,326978,295924,292181,13114,15036,9953,8926,2938,3003,1139,1076,6312,6756,301482,298046,15731,18039,13256,12317,4349,4608,1659,1685
R,12,2020,54,3985487,1955144,2030343,1547120,1566516,244054,280480,23080,23268,108952,124833,4514,4579,27424,30667,1569939,1591935,252319,290765,36086,37746,118935,135706,7878,8186,1634931,1712301,1259200,1282170,231290,265969,13490,14717,106102,121854,3435,3527,21414,24064,1276759,1301873,236974,273330,23399,25808,114690,131208,6276,6539,320213,318042,287920,284346,12764,14511,9590,8551,2850,2979,1079,1052,6010,6603,293180,290062,15345,17435,12687,11938,4245,4498,1602,1647
R,12,2020,55,4156495,2039040,2117455,1615653,1636287,255526,292436,24232,24306,111163,128474,4576,4618,27890,31334,1638890,1662252,263704,302626,37779,39338,121175,139571,7975,8335,1717136,1799077,1326640,1352035,242394,277660,14434,15587,108341,125425,3547,3605,21780,24765,1344532,1372280,248042,284987,24743,27284,116999,134981,6395,6724,321904,318378,289013,284252,13132,14776,9798,8719,2822,3049,1029,1013,6110,6569,294358,289972,15662,17639,13036,12054,4176,4590,1580,1611
R,12,2020,56,4350825,2124978,2225847,1695766,1734054,260390,300651,24432,24956,111661,129739,4494,4702,28235,31745,1719285,1760289,268391,310719,38518,40838,121708,140674,7939,8439,1812604,1910497,1414998,1451942,247894,286240,14989,16355,108898,126878,3512,3708,22313,25374,1433353,1472644,253458,293524,25915,29005,117607,136355,6397,6866,312374,315350,280768,282112,12496,14411,9443,8601,2763,2861,982,994,5922,6371,285932,287645,14933,17195,12603,11833,4101,4319,1542,1573
R,12,2020,57,4317678,2100081,2217597,1681253,1734814,251578,291648,23777,24322,111474,130879,4231,4571,27768,31363,1704389,1760684,259250,301372,37895,40096,121299,141641,7562,8344,1805619,1916086,1416836,1465457,239545,277894,14910,15995,108870,128046,3289,3611,22169,25083,1435112,1485872,244947,284935,26002,28598,117438,137333,6104,6784,294462,301511,264417,269357,12033,13754,8867,8327,2604,2833,942,960,5599,6280,269277,274812,14303,16437,11893,11498,3861,4308,1458,1560
R,12,2020,58,4314290,2094117,2220173,1683780,1746226,248190,289761,23167,24145,107527,124636,4274,4526,27179,30879,1706472,1771583,255540,299406,36851,40073,117211,135052,7639,8182,1811566,1929358,1429711,1486123,236860,276849,14626,16074,104991,121908,3398,3610,21980,24794,1447873,1506247,242035,283829,25572,28876,113493,130902,6288,6658,282551,290815,254069,260103,11330,12912,8541,8071,2536,2728,876,916,5199,6085,258599,265336,13505,15577,11279,11197,3718,4150,1351,1524
R,12,2020,59,4297071,2079905,2217166,1688991,1759250,240806,284365,22525,23887,96578,115310,4109,4223,26896,30131,1711409,1783953,247966,293725,36420,39772,106096,125303,7352,7794,1814889,1942608,1450804,1513565,230182,272166,14560,16383,94266,112743,3316,3388,21761,24363,1468740,1533305,235275,278994,25698,29302,102585,121400,6073,6380,265016,274558,238187,245685,10624,12199,7965,7504,2312,2567,793,835,5135,5768,242669,250648,12691,14731,10722,10470,3511,3903,1279,1414
R,12,2020,60,4376672,2114214,2262458,1710376,1788760,248179,292304,22656,24131,101993,123033,4141,4347,26869,29883,1732885,1813229,255257,301372,36624,39941,111356,133013,7348,7872,1848645,1986151,1471689,1541056,237583,280112,14579,16715,99602,120397,3332,3533,21860,24338,1489811,1560751,242652,286826,25845,29615,107863,129057,6026,6529,265569,276307,238687,247704,10596,12192,8077,7416,2391,2636,809,814,5009,5545,243074,252478,12605,14546,10779,10326,3493,3956,1322,1343
R,12,2020,61,4285315,2068298,2217017,1680983,1760156,239073,284130,21652,23033,96928,117026,3963,4012,25699,28660,1702435,1783709,245672,292836,35092,38458,106076,126349,7021,7326,1821901,1958825,1459497,1529150,229173,272450,14258,15988,94728,114589,3212,3280,21033,23368,1476924,1548112,233897,278886,25187,28642,102768,122712,5796,6092,246397,258192,221486,231006,9900,11680,7394,7045,2200,2437,751,732,4666,5292,225511,235597,11775,13950,9905,9816,3308,3637,1225,1234
R,12,2020,62,4143023,1987826,2155197,1619313,1715618,226431,271302,19797,21826,94564,115430,3632,3854,24089,27167,1639364,1737874,232694,279447,32744,36656,102828,124257,6382,6883,1764145,1914760,1418624,1500320,217031,260369,13242,15365,92539,113212,2950,3170,19759,22324,1434917,1518433,221522,266409,23864,27652,99842,120903,5283,5770,223681,240437,200689,215298,9400,10933,6555,6461,2025,2218,682,684,4330,4843,204447,219441,11172,13038,8880,9004,2986,3354,1099,1113
R,12,2020,63,4140367,1979158,2161209,1618305,1728317,220727,267878,19813,21440,93082,113323,3488,3705,23743,26546,1637998,1750091,226919,275800,32686,36349,101162,121572,6253,6699,1762711,1926218,1423856,1517479,211913,257369,13245,15243,91197,111327,2865,3009,19635,21791,1439981,1535141,216441,263223,23882,27634,98403,118506,5232,5562,216447,234991,194449,210838,8814,10509,6568,6197,1885,1996,623,696,4108,4755,198017,214950,10478,12577,8804,8715,2759,3066,1021,1137
R,12,2020,64,4004180,1904093,2100087,1559946,1677978,209833,260519,18558,20617,90162,111789,3288,3488,22306,25696,1578562,1699109,215622,268161,30800,35202,97576,119703,5842,6371,1701737,1877003,1378327,1478136,201461,250406,12467,14725,88362,109677,2682,2917,18438,21142,1393574,1495322,205632,256052,22595,26907,94955,116557,4884,5374,202356,223084,181619,199842,8372,10113,6091,5892,1800,2112,606,571,3868,4554,184988,203787,9990,12109,8205,8295,2621,3146,958,997
R,12,2020,65,3896136,1846764,2049372,1517358,1643158,198530,247831,17755,19598,88636,111181,3103,3419,21382,24185,1535140,1662877,203998,255058,29539,33264,95742,118709,5561,6131,1653018,1833004,1343202,1448672,190457,238351,12075,14066,86933,109222,2578,2802,17773,19891,1357838,1464672,194408,243698,21908,25476,93265,115791,4706,5123,193746,216368,174156,194486,8073,9480,5680,5532,1703,1959,525,617,3609,4294,177302,198205,9590,11360,7631,7788,2477,2918,855,1008
R,12,2020,66,3810553,1798023,2012530,1483877,1620879,189024,239117,16619,18621,85490,107610,2965,3262,20048,23041,1500545,1639680,194116,245889,27871,31796,92079,114611,5231,5912,1617591,1807712,1321056,1436055,181642,230426,11599,13659,83973,105791,2465,2710,16856,19071,1334944,1451389,185396,235466,21132,24742,89855,111947,4437,5000,180432,204818,162821,184824,7382,8691,5020,4962,1517,1819,500,552,3192,3970,165601,188291,8720,10423,6739,7054,2224,2664,794,912
R,12,2020,67,3593291,1685816,1907475,1401093,1546547,170025,220257,15193,17016,78334,99423,2646,2934,18525,21298,1416582,1563961,174574,226413,25812,29376,84261,105880,4717,5356,1523300,1720575,1254581,1377738,163256,212321,10636,12506,76990,97808,2218,2461,15619,17741,1267570,1392060,166574,216929,19671,22951,82293,103510,4030,4587,162516,186900,146512,168809,6769,7936,4557,4510,1344,1615,428,473,2906,3557,149012,171901,8000,9484,6141,6425,1968,2370,687,769
R,12,2020,68,3499040,1636758,1862282,1365968,1513394,159676,211228,14084,16215,77378,98805,2627,2876,17025,19764,1380107,1529590,163920,216904,23818,27854,82852,104664,4597,5154,1485341,1685589,1229297,1353609,153427,203716,9946,11979,76081,97248,2239,2431,14351,16606,1241099,1367055,156538,208046,18255,21940,80972,102383,3953,4393,151417,176693,136671,159785,6249,7512,4138,4236,1297,1557,388,445,2674,3158,139008,162535,7382,8858,5563,5914,1880,2281,644,761
R,12,2020,69,3315439,1545632,1769807,1297364,1444147,148488,200006,13051,15030,68474,89617,2295,2593,15960,18414,1310600,1459291,152418,205337,22474,26135,73412,94750,4136,4654,1404514,1605455,1169422,1295652,142892,192920,9383,11107,67336,88167,1957,2195,13524,15414,1180547,1308144,145823,196951,17419,20632,71768,92666,3578,3982,141118,164352,127942,148495,5596,7086,3668,3923,1138,1450,338,398,2436,3000,130053,151147,6595,8386,5055,5503,1644,2084,558,672
R,12,2020,70,3199358,1486437,1712921,1238443,1388766,146105,195603,12754,14541,71415,93833,2338,2500,15382,17678,1251268,1403118,149935,200817,21778,24964,76142,99102,4098,4556,1350338,1550622,1115253,1241980,140537,188608,9249,10712,70287,92384,1975,2146,13037,14792,1126030,1253851,143362,192534,16997,19623,74516,96969,3545,3910,136099,162299,123190,146786,5568,6995,3505,3829,1128,1449,363,354,2345,2886,125238,149267,6573,8283,4781,5341,1626,2133,553,646
R,12,2020,71,3115330,1446636,1668694,1214043,1362732,135272,184305,12056,13597,68746,88906,2237,2479,14282,16675,1225930,1376349,138731,189139,20642,23627,73023,93591,3915,4395,1320553,1517958,1099642,1226011,130280,177895,8803,10202,67745,87641,1899,2110,12184,14099,1109716,1237401,132892,181600,16222,18895,71548,91752,3370,3792,126083,150736,114401,136721,4992,6410,3253,3395,1001,1265,338,369,2098,2576,116214,138948,5839,7539,4420,4732,1475,1839,545,603
R,12,2020,72,3017184,1396648,1620536,1179772,1334073,125806,172913,11180,12827,64515,82594,2048,2307,13327,15822,1190834,1347115,129077,177408,19205,22373,68503,87038,3566,4072,1280681,1479432,1074493,1206016,121189,167062,8295,9676,63566,81375,1746,1982,11392,13321,1083878,1216877,123679,170465,15252,17947,67113,85243,3088,3515,115967,141104,105279,128057,4617,5851,2885,3151,949,1219,302,325,1935,2501,106956,130238,5398,6943,3953,4426,1390,1795,478,557
